time_stamp,sec_since_session_start,data,screen_position,__class__
2013-12-10 19:11:19,156,"[BatteryNode: Id=d1de25b0-30e4-459f-9fce-8df14a0559ee, PowerState=Active]","(218.0, 1020.0)",ReleaseNode
2013-12-10 19:11:21,158,,"(1244.0, 1104.0)",EndTouch
2013-12-10 19:11:22,159,"[LEDNode: Id=8a314d45-107a-407b-a50f-23bdade6a257, PowerState=Active, Color=Red]","(2040.0, 464.0)",SelectNode
2013-12-10 19:11:22,159,,"(2040.0, 464.0)",StartTouch
2013-12-10 19:11:25,162,"[LEDNode: Id=8a314d45-107a-407b-a50f-23bdade6a257, PowerState=Active, Color=Red]","(914.0, 1045.0)",ReleaseNode
2013-12-10 19:11:25,162,"[LEDNode: Id=8a314d45-107a-407b-a50f-23bdade6a257, PowerState=Active, Color=Red]","(927.0, 1045.0)",SelectNode
2013-12-10 19:11:25,162,,"(927.0, 1045.0)",StartTouch
2013-12-10 19:11:25,162,"[LEDNode: Id=8a314d45-107a-407b-a50f-23bdade6a257, PowerState=Active, Color=Red]","(990.0, 1044.0)",ReleaseNode
2013-12-10 19:11:26,163,TurnOff,"(6.0, 4.0)",ToggleScoreCard
2013-12-10 19:11:35,172,,"(1677.0, 1420.0)",DismissScoreCard
2013-12-10 19:11:35,172,,"(1678.0, 1408.0)",EndTouch
2013-12-10 19:11:36,173,"[LEDNode: Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, PowerState=Active, Color=Green]","(1264.0, 1162.0)",SelectNode
2013-12-10 19:11:36,173,,"(1264.0, 1162.0)",StartTouch
2013-12-10 19:11:36,173,"[LEDNode: Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, PowerState=Active, Color=Green]","(1704.0, 829.0)",ReleaseNode
2013-12-10 19:11:38,175,,"(1440.0, 900.0)",EndTouch
2013-12-10 19:11:39,176,"[LEDNode: Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, PowerState=Active, Color=Green]","(1635.0, 904.0)",SelectNode
2013-12-10 19:11:39,176,,"(1635.0, 904.0)",StartTouch
2013-12-10 19:11:39,176,"[LEDNode: Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, PowerState=Active, Color=Green]","(1641.0, 886.0)",ReleaseNode
2013-12-10 19:11:39,176,,"(1636.0, 828.0)",EndTouch
2013-12-10 19:11:40,177,"[Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, From=Green, To=Blue]","(1635.0, 904.0)",ChangeLEDColor
2013-12-10 19:11:40,177,,"(1554.0, 801.0)",EndTouch
2013-12-10 19:11:40,177,"[Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, From=Blue, To=Green]","(1635.0, 904.0)",ChangeLEDColor
2013-12-10 19:11:40,177,,"(1643.0, 746.0)",EndTouch
2013-12-10 19:11:40,177,"[Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, From=Green, To=Red]","(1635.0, 904.0)",ChangeLEDColor
2013-12-10 19:11:40,177,,"(1725.0, 784.0)",EndTouch
2013-12-10 19:11:40,177,,"(1767.0, 803.0)",EndTouch
2013-12-10 19:11:41,178,"[Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, From=Red, To=Green]","(1635.0, 904.0)",ChangeLEDColor
2013-12-10 19:11:41,178,,"(1655.0, 755.0)",EndTouch
2013-12-10 19:11:42,179,"[Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, From=Green, To=Red]","(1635.0, 904.0)",ChangeLEDColor
2013-12-10 19:11:42,179,,"(1749.0, 779.0)",EndTouch
2013-12-10 19:11:43,180,"[Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, From=Red, To=Green]","(1635.0, 904.0)",ChangeLEDColor
2013-12-10 19:11:43,180,,"(1652.0, 768.0)",EndTouch
2013-12-10 19:11:45,182,"[Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, From=Green, To=Blue]","(1635.0, 904.0)",ChangeLEDColor
2013-12-10 19:11:45,182,,"(1538.0, 789.0)",EndTouch
2013-12-10 19:11:46,183,"[Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, From=Blue, To=Green]","(1635.0, 904.0)",ChangeLEDColor
2013-12-10 19:11:46,183,,"(1643.0, 741.0)",EndTouch
2013-12-10 19:11:49,186,"[ConnectorControl: Id=dcb64873-abf6-42f0-adfb-b8456871871b, Node=[LEDNode: Id=a151a6f9-bb23-41a0-b3a2-b33509d1cc19, PowerState=Active, Color=Blue], Charge=Negative]","(734.0, 626.0)",SelectConnector
2013-12-10 19:11:50,187,"[ConnectorControl: Id=dcb64873-abf6-42f0-adfb-b8456871871b, Node=[LEDNode: Id=a151a6f9-bb23-41a0-b3a2-b33509d1cc19, PowerState=Active, Color=Blue], Charge=Negative]","(1569.0, 932.0)",ReleaseConnector
2013-12-10 19:11:52,189,"[Connection: Id=d7625e89-3b28-4f1c-a73d-5d04ad7e3ba7, Source=[LEDNode: Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, PowerState=Active, Color=Green], Destination=[LEDNode: Id=8a314d45-107a-407b-a50f-23bdade6a257, PowerState=Active, Color=Red]]","(1310.0, 972.0)",RemoveConnection
2013-12-10 19:11:52,189,"[Connection: Id=e14ff8e3-aaaf-487f-8387-cb8ea499994d, Source=[LEDNode: Id=a151a6f9-bb23-41a0-b3a2-b33509d1cc19, PowerState=Active, Color=Blue], Destination=[LEDNode: Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, PowerState=Active, Color=Green]]","(1194.0, 714.0)",RemoveConnection
2013-12-10 19:11:52,189,"[Connection: Id=82b717ea-3025-44d7-9341-375bfe745bdc, Source=[LEDNode: Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, PowerState=Active, Color=Green], Destination=[BatteryNode: Id=d1de25b0-30e4-459f-9fce-8df14a0559ee, PowerState=Active]]","(924.0, 965.0)",RemoveConnection
2013-12-10 19:11:52,189,,"(1712.0, 906.0)",EndTouch
2013-12-10 19:11:52,189,"[ConnectorControl: Id=dcb64873-abf6-42f0-adfb-b8456871871b, Node=[LEDNode: Id=a151a6f9-bb23-41a0-b3a2-b33509d1cc19, PowerState=Active, Color=Blue], Charge=Negative]","(712.0, 593.0)",SelectConnector
2013-12-10 19:11:53,190,"[ConnectorControl: Id=dcb64873-abf6-42f0-adfb-b8456871871b, Node=[LEDNode: Id=a151a6f9-bb23-41a0-b3a2-b33509d1cc19, PowerState=Active, Color=Blue], Charge=Negative]","(1767.0, 919.0)",ReleaseConnector
2013-12-10 19:11:54,191,"[ConnectorControl: Id=96cf4a0b-a3d5-4e52-a5aa-c3e579b50a49, Node=[LEDNode: Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, PowerState=Charged, Color=Green], Charge=Negative]","(1730.0, 879.0)",SelectConnector
2013-12-10 19:11:55,192,"[ConnectorControl: Id=96cf4a0b-a3d5-4e52-a5aa-c3e579b50a49, Node=[LEDNode: Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, PowerState=Charged, Color=Green], Charge=Negative]","(1586.0, 672.0)",ReleaseConnector
2013-12-10 19:11:55,192,"[LEDNode: Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, PowerState=Charged, Color=Green]","(1624.0, 896.0)",SelectNode
2013-12-10 19:11:55,192,,"(1624.0, 896.0)",StartTouch
2013-12-10 19:11:56,193,"[LEDNode: Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, PowerState=Charged, Color=Green]","(1651.0, 982.0)",ReleaseNode
2013-12-10 19:11:57,194,"[ConnectorControl: Id=df7dfc03-4e5a-43d0-a53b-cd64ee32eb06, Node=[LEDNode: Id=a151a6f9-bb23-41a0-b3a2-b33509d1cc19, PowerState=Active, Color=Blue], Charge=Positive]","(785.0, 424.0)",SelectConnector
2013-12-10 19:11:59,196,"[ConnectorControl: Id=df7dfc03-4e5a-43d0-a53b-cd64ee32eb06, Node=[LEDNode: Id=a151a6f9-bb23-41a0-b3a2-b33509d1cc19, PowerState=Active, Color=Blue], Charge=Positive]","(1774.0, 988.0)",ReleaseConnector
2013-12-10 19:11:59,196,"[ConnectorControl: Id=96cf4a0b-a3d5-4e52-a5aa-c3e579b50a49, Node=[LEDNode: Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, PowerState=Charged, Color=Green], Charge=Negative]","(1758.0, 970.0)",SelectConnector
2013-12-10 19:12:00,197,"[Connection: Id=0ffea8e9-4356-4cb4-8ae1-08db77c811af, Source=[LEDNode: Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, PowerState=Active, Color=Green], Destination=[LEDNode: Id=a151a6f9-bb23-41a0-b3a2-b33509d1cc19, PowerState=Active, Color=Blue]]","(1205.0, 753.0)",AddConnection
2013-12-10 19:12:00,197,"[ConnectorControl: Id=96cf4a0b-a3d5-4e52-a5aa-c3e579b50a49, Node=[LEDNode: Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, PowerState=Active, Color=Green], Charge=Negative]","(774.0, 433.0)",ReleaseConnector
2013-12-10 19:12:01,198,"[LEDNode: Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, PowerState=Active, Color=Green]","(1693.0, 975.0)",SelectNode
2013-12-10 19:12:01,198,,"(1693.0, 975.0)",StartTouch
2013-12-10 19:12:02,199,"[LEDNode: Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, PowerState=Active, Color=Green]","(1610.0, 916.0)",ReleaseNode
2013-12-10 19:12:03,200,"[ConnectorControl: Id=344452c8-1864-4f6e-8c04-6c4b6c8d6266, Node=[LEDNode: Id=8a314d45-107a-407b-a50f-23bdade6a257, PowerState=Active, Color=Red], Charge=Positive]","(968.0, 1143.0)",SelectConnector
2013-12-10 19:12:03,200,"[ConnectorControl: Id=344452c8-1864-4f6e-8c04-6c4b6c8d6266, Node=[LEDNode: Id=8a314d45-107a-407b-a50f-23bdade6a257, PowerState=Active, Color=Red], Charge=Positive]","(980.0, 1145.0)",ReleaseConnector
2013-12-10 19:12:03,200,"[LEDNode: Id=8a314d45-107a-407b-a50f-23bdade6a257, PowerState=Active, Color=Red]","(998.0, 1110.0)",SelectNode
2013-12-10 19:12:03,200,,"(998.0, 1110.0)",StartTouch
2013-12-10 19:12:03,200,"[LEDNode: Id=8a314d45-107a-407b-a50f-23bdade6a257, PowerState=Active, Color=Red]","(999.0, 1112.0)",ReleaseNode
2013-12-10 19:12:04,201,,"(990.0, 958.0)",EndTouch
2013-12-10 19:12:04,201,"[ConnectorControl: Id=344452c8-1864-4f6e-8c04-6c4b6c8d6266, Node=[LEDNode: Id=8a314d45-107a-407b-a50f-23bdade6a257, PowerState=Active, Color=Red], Charge=Positive]","(1000.0, 1197.0)",SelectConnector
2013-12-10 19:12:04,201,"[ConnectorControl: Id=344452c8-1864-4f6e-8c04-6c4b6c8d6266, Node=[LEDNode: Id=8a314d45-107a-407b-a50f-23bdade6a257, PowerState=Active, Color=Red], Charge=Positive]","(1010.0, 1204.0)",ReleaseConnector
2013-12-10 19:12:05,202,,"(1085.0, 1067.0)",EndTouch
2013-12-10 19:12:05,202,"[LEDNode: Id=8a314d45-107a-407b-a50f-23bdade6a257, PowerState=Active, Color=Red]","(1009.0, 1110.0)",SelectNode
2013-12-10 19:12:05,202,,"(1009.0, 1110.0)",StartTouch
2013-12-10 19:12:06,203,"[LEDNode: Id=8a314d45-107a-407b-a50f-23bdade6a257, PowerState=Active, Color=Red]","(1301.0, 891.0)",ReleaseNode
2013-12-10 19:12:07,204,"[LEDNode: Id=8a314d45-107a-407b-a50f-23bdade6a257, PowerState=Active, Color=Red]","(1324.0, 845.0)",SelectNode
2013-12-10 19:12:07,204,,"(1324.0, 845.0)",StartTouch
2013-12-10 19:12:08,205,"[LEDNode: Id=8a314d45-107a-407b-a50f-23bdade6a257, PowerState=Active, Color=Red]","(1336.0, 1208.0)",ReleaseNode
2013-12-10 19:12:08,205,"[ConnectorControl: Id=23300822-c1f5-4b8f-955c-7e6514650b83, Node=[LEDNode: Id=8a314d45-107a-407b-a50f-23bdade6a257, PowerState=Active, Color=Red], Charge=Negative]","(1301.0, 1123.0)",SelectConnector
2013-12-10 19:12:08,205,"[ConnectorControl: Id=23300822-c1f5-4b8f-955c-7e6514650b83, Node=[LEDNode: Id=8a314d45-107a-407b-a50f-23bdade6a257, PowerState=Active, Color=Red], Charge=Negative]","(1422.0, 1224.0)",ReleaseConnector
2013-12-10 19:12:09,206,"[LEDNode: Id=8a314d45-107a-407b-a50f-23bdade6a257, PowerState=Active, Color=Red]","(1404.0, 1220.0)",SelectNode
2013-12-10 19:12:09,206,,"(1404.0, 1220.0)",StartTouch
2013-12-10 19:12:10,207,"[LEDNode: Id=8a314d45-107a-407b-a50f-23bdade6a257, PowerState=Active, Color=Red]","(1004.0, 1259.0)",ReleaseNode
2013-12-10 19:12:10,207,"[ConnectorControl: Id=23300822-c1f5-4b8f-955c-7e6514650b83, Node=[LEDNode: Id=8a314d45-107a-407b-a50f-23bdade6a257, PowerState=Active, Color=Red], Charge=Negative]","(1026.0, 1176.0)",SelectConnector
2013-12-10 19:12:12,209,"[ConnectorControl: Id=23300822-c1f5-4b8f-955c-7e6514650b83, Node=[LEDNode: Id=8a314d45-107a-407b-a50f-23bdade6a257, PowerState=Active, Color=Red], Charge=Negative]","(1214.0, 1191.0)",ReleaseConnector
2013-12-10 19:12:12,209,TurnOff,"(6.0, 4.0)",ToggleScoreCard
2013-12-10 19:12:19,216,,"(1677.0, 1420.0)",DismissScoreCard
2013-12-10 19:12:19,216,,"(1684.0, 1414.0)",EndTouch
2013-12-10 19:12:20,217,"[LEDNode: Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, PowerState=Active, Color=Green]","(1676.0, 933.0)",SelectNode
2013-12-10 19:12:20,217,,"(1676.0, 933.0)",StartTouch
2013-12-10 19:12:20,217,"[LEDNode: Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, PowerState=Active, Color=Green]","(1683.0, 939.0)",ReleaseNode
2013-12-10 19:12:21,218,,"(1239.0, 1420.0)",EndTouch
2013-12-10 19:12:22,219,,"(1454.0, 1196.0)",EndTouch
2013-12-10 19:12:23,220,,"(347.0, 1087.0)",EndTouch
2013-12-10 19:12:23,220,"[ConnectorControl: Id=a0680763-cb61-41af-8cfc-ee10b84c593f, Node=[BatteryNode: Id=d1de25b0-30e4-459f-9fce-8df14a0559ee, PowerState=Active], Charge=Negative]","(291.0, 1097.0)",SelectConnector
2013-12-10 19:12:23,220,"[ConnectorControl: Id=a0680763-cb61-41af-8cfc-ee10b84c593f, Node=[BatteryNode: Id=d1de25b0-30e4-459f-9fce-8df14a0559ee, PowerState=Active], Charge=Negative]","(294.0, 1095.0)",ReleaseConnector
2013-12-10 19:12:24,221,"[ConnectorControl: Id=a0680763-cb61-41af-8cfc-ee10b84c593f, Node=[BatteryNode: Id=d1de25b0-30e4-459f-9fce-8df14a0559ee, PowerState=Active], Charge=Negative]","(274.0, 1089.0)",SelectConnector
2013-12-10 19:12:24,221,"[ConnectorControl: Id=a0680763-cb61-41af-8cfc-ee10b84c593f, Node=[BatteryNode: Id=d1de25b0-30e4-459f-9fce-8df14a0559ee, PowerState=Active], Charge=Negative]","(723.0, 1109.0)",ReleaseConnector
2013-12-10 19:12:25,222,"[ConnectorControl: Id=a0680763-cb61-41af-8cfc-ee10b84c593f, Node=[BatteryNode: Id=d1de25b0-30e4-459f-9fce-8df14a0559ee, PowerState=Active], Charge=Negative]","(282.0, 1091.0)",SelectConnector
2013-12-10 19:12:25,222,"[ConnectorControl: Id=a0680763-cb61-41af-8cfc-ee10b84c593f, Node=[BatteryNode: Id=d1de25b0-30e4-459f-9fce-8df14a0559ee, PowerState=Active], Charge=Negative]","(432.0, 1067.0)",ReleaseConnector
2013-12-10 19:12:26,223,"[BatteryNode: Id=d1de25b0-30e4-459f-9fce-8df14a0559ee, PowerState=Active]","(172.0, 1061.0)",SelectNode
2013-12-10 19:12:26,223,,"(172.0, 1061.0)",StartTouch
2013-12-10 19:12:26,223,"[BatteryNode: Id=d1de25b0-30e4-459f-9fce-8df14a0559ee, PowerState=Active]","(176.0, 1060.0)",ReleaseNode
2013-12-10 19:12:26,223,"[BatteryNode: Id=d1de25b0-30e4-459f-9fce-8df14a0559ee, PowerState=Active]","(223.0, 1025.0)",SelectNode
2013-12-10 19:12:26,223,,"(223.0, 1025.0)",StartTouch
2013-12-10 19:12:27,224,"[BatteryNode: Id=d1de25b0-30e4-459f-9fce-8df14a0559ee, PowerState=Active]","(617.0, 861.0)",ReleaseNode
2013-12-10 19:12:28,225,"[LEDNode: Id=8a314d45-107a-407b-a50f-23bdade6a257, PowerState=Active, Color=Red]","(1036.0, 1254.0)",SelectNode
2013-12-10 19:12:28,225,,"(1036.0, 1254.0)",StartTouch
2013-12-10 19:12:29,226,"[LEDNode: Id=8a314d45-107a-407b-a50f-23bdade6a257, PowerState=Active, Color=Red]","(757.0, 885.0)",ReleaseNode
2013-12-10 19:12:31,228,"[LEDNode: Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, PowerState=Active, Color=Green]","(1718.0, 975.0)",SelectNode
2013-12-10 19:12:31,228,,"(1718.0, 975.0)",StartTouch
2013-12-10 19:12:32,229,"[LEDNode: Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, PowerState=Active, Color=Green]","(1112.0, 948.0)",ReleaseNode
2013-12-10 19:12:32,229,"[LEDNode: Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, PowerState=Active, Color=Green]","(1156.0, 941.0)",SelectNode
2013-12-10 19:12:32,229,,"(1156.0, 941.0)",StartTouch
2013-12-10 19:12:33,230,"[LEDNode: Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, PowerState=Active, Color=Green]","(1246.0, 863.0)",ReleaseNode
2013-12-10 19:12:34,231,"[Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, From=Green, To=Red]","(1239.0, 864.0)",ChangeLEDColor
2013-12-10 19:12:34,231,,"(1347.0, 753.0)",EndTouch
2013-12-10 19:12:35,232,"[Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, From=Red, To=Green]","(1239.0, 864.0)",ChangeLEDColor
2013-12-10 19:12:35,232,,"(1250.0, 724.0)",EndTouch
2013-12-10 19:12:36,233,"[Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, From=Green, To=Blue]","(1239.0, 864.0)",ChangeLEDColor
2013-12-10 19:12:36,233,,"(1131.0, 787.0)",EndTouch
2013-12-10 19:12:36,233,"[Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, From=Blue, To=Red]","(1239.0, 864.0)",ChangeLEDColor
2013-12-10 19:12:36,233,,"(1350.0, 749.0)",EndTouch
2013-12-10 19:12:36,233,"[LEDNode: Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, PowerState=Active, Color=Red]","(1256.0, 885.0)",SelectNode
2013-12-10 19:12:36,233,,"(1256.0, 885.0)",StartTouch
2013-12-10 19:12:37,234,"[LEDNode: Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, PowerState=Active, Color=Red]","(1218.0, 632.0)",ReleaseNode
2013-12-10 19:12:37,234,"[Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, From=Red, To=Blue]","(1217.0, 631.0)",ChangeLEDColor
2013-12-10 19:12:37,234,,"(1128.0, 535.0)",EndTouch
2013-12-10 19:12:38,235,,"(923.0, 484.0)",EndTouch
2013-12-10 19:12:39,236,"[Id=8a314d45-107a-407b-a50f-23bdade6a257, From=Red, To=Blue]","(748.0, 878.0)",ChangeLEDColor
2013-12-10 19:12:39,236,,"(660.0, 986.0)",EndTouch
2013-12-10 19:12:40,237,"[LEDNode: Id=8a314d45-107a-407b-a50f-23bdade6a257, PowerState=Active, Color=Blue]","(804.0, 868.0)",SelectNode
2013-12-10 19:12:40,237,,"(804.0, 868.0)",StartTouch
2013-12-10 19:12:41,238,"[LEDNode: Id=8a314d45-107a-407b-a50f-23bdade6a257, PowerState=Active, Color=Blue]","(780.0, 938.0)",ReleaseNode
2013-12-10 19:12:44,241,"[Id=a151a6f9-bb23-41a0-b3a2-b33509d1cc19, From=Blue, To=Green]","(752.0, 525.0)",ChangeLEDColor
2013-12-10 19:12:44,241,,"(905.0, 596.0)",EndTouch
2013-12-10 19:12:47,244,"[Id=8a314d45-107a-407b-a50f-23bdade6a257, From=Blue, To=Red]","(793.0, 933.0)",ChangeLEDColor
2013-12-10 19:12:47,244,,"(692.0, 841.0)",EndTouch
2013-12-10 19:12:53,250,"[LEDNode: Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, PowerState=Active, Color=Blue]","(1255.0, 627.0)",SelectNode
2013-12-10 19:12:53,250,,"(1255.0, 627.0)",StartTouch
2013-12-10 19:12:53,250,"[LEDNode: Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, PowerState=Active, Color=Blue]","(1328.0, 678.0)",ReleaseNode
2013-12-10 19:12:53,250,"[Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, From=Blue, To=Green]","(1325.0, 673.0)",ChangeLEDColor
2013-12-10 19:12:53,250,,"(1307.0, 514.0)",EndTouch
2013-12-10 19:12:54,251,"[Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, From=Green, To=Red]","(1325.0, 673.0)",ChangeLEDColor
2013-12-10 19:12:54,251,,"(1412.0, 553.0)",EndTouch
2013-12-10 19:12:54,251,"[Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, From=Red, To=Blue]","(1325.0, 673.0)",ChangeLEDColor
2013-12-10 19:12:54,251,,"(1216.0, 570.0)",EndTouch
2013-12-10 19:12:55,252,"[Id=a151a6f9-bb23-41a0-b3a2-b33509d1cc19, From=Green, To=Blue]","(752.0, 525.0)",ChangeLEDColor
2013-12-10 19:12:55,252,,"(893.0, 456.0)",EndTouch
2013-12-10 19:12:57,254,"[Id=8a314d45-107a-407b-a50f-23bdade6a257, From=Red, To=Blue]","(793.0, 933.0)",ChangeLEDColor
2013-12-10 19:12:57,254,,"(689.0, 1050.0)",EndTouch
2013-12-10 19:13:00,257,TurnOff,"(6.0, 4.0)",ToggleScoreCard
2013-12-10 19:13:01,258,,"(1677.0, 1420.0)",DismissScoreCard
2013-12-10 19:13:02,259,,"(1656.0, 1430.0)",EndTouch
2013-12-10 19:13:03,260,"[Id=a151a6f9-bb23-41a0-b3a2-b33509d1cc19, From=Blue, To=Green]","(752.0, 525.0)",ChangeLEDColor
2013-12-10 19:13:03,260,,"(892.0, 616.0)",EndTouch
2013-12-10 19:13:04,261,"[Id=8a314d45-107a-407b-a50f-23bdade6a257, From=Blue, To=Green]","(793.0, 933.0)",ChangeLEDColor
2013-12-10 19:13:04,261,,"(678.0, 948.0)",EndTouch
2013-12-10 19:13:04,261,"[Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, From=Blue, To=Green]","(1325.0, 673.0)",ChangeLEDColor
2013-12-10 19:13:04,261,,"(1309.0, 526.0)",EndTouch
2013-12-10 19:13:06,263,TurnOff,"(6.0, 4.0)",ToggleScoreCard
2013-12-10 19:13:08,265,,"(1677.0, 1420.0)",DismissScoreCard
2013-12-10 19:13:08,265,,"(1705.0, 1391.0)",EndTouch
2013-12-10 19:13:10,267,"[Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, From=Green, To=Red]","(1325.0, 673.0)",ChangeLEDColor
2013-12-10 19:13:10,267,,"(1432.0, 589.0)",EndTouch
2013-12-10 19:13:11,268,"[Id=a151a6f9-bb23-41a0-b3a2-b33509d1cc19, From=Green, To=Red]","(752.0, 525.0)",ChangeLEDColor
2013-12-10 19:13:11,268,,"(824.0, 661.0)",EndTouch
2013-12-10 19:13:12,269,"[Id=8a314d45-107a-407b-a50f-23bdade6a257, From=Green, To=Red]","(793.0, 933.0)",ChangeLEDColor
2013-12-10 19:13:12,269,,"(704.0, 830.0)",EndTouch
2013-12-10 19:13:16,273,"[Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, From=Red, To=Green]","(1325.0, 673.0)",ChangeLEDColor
2013-12-10 19:13:16,273,,"(1321.0, 543.0)",EndTouch
2013-12-10 19:13:16,273,"[Id=a151a6f9-bb23-41a0-b3a2-b33509d1cc19, From=Red, To=Green]","(752.0, 525.0)",ChangeLEDColor
2013-12-10 19:13:16,273,,"(927.0, 617.0)",EndTouch
2013-12-10 19:13:17,274,"[Id=8a314d45-107a-407b-a50f-23bdade6a257, From=Red, To=Blue]","(793.0, 933.0)",ChangeLEDColor
2013-12-10 19:13:17,274,,"(704.0, 1040.0)",EndTouch
2013-12-10 19:13:21,278,TurnOff,"(6.0, 4.0)",ToggleScoreCard
2013-12-10 19:13:23,280,,"(1677.0, 1420.0)",DismissScoreCard
2013-12-10 19:13:23,280,,"(1702.0, 1422.0)",EndTouch
2013-12-10 19:13:25,282,,"(1768.0, 1009.0)",EndTouch
2013-12-10 19:13:26,283,,"(1927.0, 726.0)",EndTouch
2013-12-10 19:13:26,283,,"(1915.0, 870.0)",EndTouch
2013-12-10 19:13:28,285,"[Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, From=Green, To=Blue]","(1325.0, 673.0)",ChangeLEDColor
2013-12-10 19:13:28,285,,"(1229.0, 581.0)",EndTouch
2013-12-10 19:13:29,286,"[Id=a151a6f9-bb23-41a0-b3a2-b33509d1cc19, From=Green, To=Blue]","(752.0, 525.0)",ChangeLEDColor
2013-12-10 19:13:29,286,,"(898.0, 462.0)",EndTouch
2013-12-10 19:13:29,286,,"(674.0, 1021.0)",EndTouch
2013-12-10 19:13:30,287,,"(703.0, 1047.0)",EndTouch
2013-12-10 19:13:32,289,,"(1900.0, 989.0)",EndTouch
2013-12-10 19:13:32,289,"[LEDNode: Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, PowerState=Active, Color=Blue]","(1376.0, 642.0)",SelectNode
2013-12-10 19:13:32,289,,"(1376.0, 642.0)",StartTouch
2013-12-10 19:13:32,289,"[LEDNode: Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, PowerState=Active, Color=Blue]","(2041.0, 813.0)",ReleaseNode
2013-12-10 19:13:33,290,"[LEDNode: Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, PowerState=Active, Color=Blue]","(1979.0, 817.0)",SelectNode
2013-12-10 19:13:33,290,,"(1979.0, 817.0)",StartTouch
2013-12-10 19:13:34,291,"[LEDNode: Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, PowerState=Active, Color=Blue]","(1357.0, 844.0)",ReleaseNode
2013-12-10 19:13:35,292,"[Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, From=Blue, To=Red]","(1363.0, 844.0)",ChangeLEDColor
2013-12-10 19:13:35,292,,"(1457.0, 728.0)",EndTouch
2013-12-10 19:13:36,293,"[Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, From=Red, To=Green]","(1363.0, 844.0)",ChangeLEDColor
2013-12-10 19:13:36,293,,"(1375.0, 700.0)",EndTouch
2013-12-10 19:13:36,293,"[Connection: Id=0ffea8e9-4356-4cb4-8ae1-08db77c811af, Source=[LEDNode: Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, PowerState=Active, Color=Green], Destination=[LEDNode: Id=a151a6f9-bb23-41a0-b3a2-b33509d1cc19, PowerState=Active, Color=Blue]]","(1057.0, 684.0)",RemoveConnection
2013-12-10 19:13:36,293,,"(1292.0, 751.0)",EndTouch
2013-12-10 19:13:38,295,"[LEDNode: Id=0e5b7079-b5bc-40a2-bb16-eda44e4de35e, PowerState=Charged, Color=Green]","(1416.0, 859.0)",SelectNode
2013-12-10 19:13:38,295,,"(1416.0, 859.0)",StartTouch
