time_stamp,sec_since_session_start,data,screen_position,__class__
2013-12-10 19:09:25,41,"[Id=6af0b4c2-0d50-4b2e-8669-dd9ca1264613, From=Red, To=Green]","(1160.0, 344.0)",ChangeLEDColor
2013-12-10 19:09:25,41,,"(1142.0, 501.0)",EndTouch
2013-12-10 19:09:26,42,"[LEDNode: Id=6af0b4c2-0d50-4b2e-8669-dd9ca1264613, PowerState=None, Color=Green]","(1201.0, 391.0)",SelectNode
2013-12-10 19:09:26,42,,"(1201.0, 391.0)",StartTouch
2013-12-10 19:09:27,43,"[LEDNode: Id=6af0b4c2-0d50-4b2e-8669-dd9ca1264613, PowerState=None, Color=Green]","(1047.0, 597.0)",ReleaseNode
2013-12-10 19:09:27,43,"[ConnectorControl: Id=e34f5d7c-49d8-498f-872e-38a9d1f2ec65, Node=[LEDNode: Id=6af0b4c2-0d50-4b2e-8669-dd9ca1264613, PowerState=None, Color=Green], Charge=Positive]","(1140.0, 614.0)",SelectConnector
2013-12-10 19:09:28,44,"[ConnectorControl: Id=e34f5d7c-49d8-498f-872e-38a9d1f2ec65, Node=[LEDNode: Id=6af0b4c2-0d50-4b2e-8669-dd9ca1264613, PowerState=None, Color=Green], Charge=Positive]","(1154.0, 666.0)",ReleaseConnector
2013-12-10 19:09:29,45,TurnOff,"(6.0, 4.0)",ToggleScoreCard
2013-12-10 19:09:33,49,,"(1677.0, 1420.0)",DismissScoreCard
2013-12-10 19:09:33,49,,"(1662.0, 1386.0)",EndTouch
2013-12-10 19:09:34,50,"[LEDNode: Id=6af0b4c2-0d50-4b2e-8669-dd9ca1264613, PowerState=None, Color=Green]","(1088.0, 609.0)",SelectNode
2013-12-10 19:09:34,50,,"(1088.0, 609.0)",StartTouch
2013-12-10 19:09:36,52,"[LEDNode: Id=6af0b4c2-0d50-4b2e-8669-dd9ca1264613, PowerState=None, Color=Green]","(1098.0, 519.0)",ReleaseNode
2013-12-10 19:09:36,52,"[LEDNode: Id=4d5f0240-a08d-4e82-ad3c-9172cb3d47f1, PowerState=Charged, Color=Green]","(1235.0, 801.0)",SelectNode
2013-12-10 19:09:36,52,,"(1235.0, 801.0)",StartTouch
2013-12-10 19:09:38,54,"[LEDNode: Id=4d5f0240-a08d-4e82-ad3c-9172cb3d47f1, PowerState=Charged, Color=Green]","(1126.0, 817.0)",ReleaseNode
2013-12-10 19:09:39,55,"[LEDNode: Id=4d5f0240-a08d-4e82-ad3c-9172cb3d47f1, PowerState=Charged, Color=Green]","(1167.0, 821.0)",SelectNode
2013-12-10 19:09:39,55,,"(1167.0, 821.0)",StartTouch
2013-12-10 19:09:39,55,"[LEDNode: Id=4d5f0240-a08d-4e82-ad3c-9172cb3d47f1, PowerState=Charged, Color=Green]","(1213.0, 896.0)",ReleaseNode
2013-12-10 19:09:40,56,"[Id=4d5f0240-a08d-4e82-ad3c-9172cb3d47f1, From=Green, To=Red]","(1215.0, 900.0)",ChangeLEDColor
2013-12-10 19:09:40,56,,"(1157.0, 771.0)",EndTouch
2013-12-10 19:09:41,57,"[LEDNode: Id=4d5f0240-a08d-4e82-ad3c-9172cb3d47f1, PowerState=Charged, Color=Red]","(1258.0, 837.0)",SelectNode
2013-12-10 19:09:41,57,,"(1258.0, 837.0)",StartTouch
2013-12-10 19:09:41,57,"[LEDNode: Id=4d5f0240-a08d-4e82-ad3c-9172cb3d47f1, PowerState=Charged, Color=Red]","(1258.0, 835.0)",ReleaseNode
2013-12-10 19:09:42,58,"[ConnectorControl: Id=7e2c75ba-869a-4377-9918-a06385d740b6, Node=[LEDNode: Id=4d5f0240-a08d-4e82-ad3c-9172cb3d47f1, PowerState=Charged, Color=Red], Charge=Negative]","(1303.0, 758.0)",SelectConnector
2013-12-10 19:09:42,58,"[ConnectorControl: Id=7e2c75ba-869a-4377-9918-a06385d740b6, Node=[LEDNode: Id=4d5f0240-a08d-4e82-ad3c-9172cb3d47f1, PowerState=Charged, Color=Red], Charge=Negative]","(1304.0, 759.0)",ReleaseConnector
2013-12-10 19:09:42,58,"[ConnectorControl: Id=7e2c75ba-869a-4377-9918-a06385d740b6, Node=[LEDNode: Id=4d5f0240-a08d-4e82-ad3c-9172cb3d47f1, PowerState=Charged, Color=Red], Charge=Negative]","(1297.0, 745.0)",SelectConnector
2013-12-10 19:09:45,61,"[ConnectorControl: Id=7e2c75ba-869a-4377-9918-a06385d740b6, Node=[LEDNode: Id=4d5f0240-a08d-4e82-ad3c-9172cb3d47f1, PowerState=Charged, Color=Red], Charge=Negative]","(881.0, 703.0)",ReleaseConnector
2013-12-10 19:09:46,62,"[ConnectorControl: Id=7e2c75ba-869a-4377-9918-a06385d740b6, Node=[LEDNode: Id=4d5f0240-a08d-4e82-ad3c-9172cb3d47f1, PowerState=Charged, Color=Red], Charge=Negative]","(1308.0, 768.0)",SelectConnector
2013-12-10 19:09:49,65,"[Connection: Id=2f023373-573d-41d9-b8c3-181a1f2b35e2, Source=[LEDNode: Id=4d5f0240-a08d-4e82-ad3c-9172cb3d47f1, PowerState=Charged, Color=Red], Destination=[LEDNode: Id=6af0b4c2-0d50-4b2e-8669-dd9ca1264613, PowerState=Charged, Color=Green]]","(1176.0, 678.0)",AddConnection
2013-12-10 19:09:49,65,"[ConnectorControl: Id=7e2c75ba-869a-4377-9918-a06385d740b6, Node=[LEDNode: Id=4d5f0240-a08d-4e82-ad3c-9172cb3d47f1, PowerState=Charged, Color=Red], Charge=Negative]","(1206.0, 542.0)",ReleaseConnector
2013-12-10 19:09:50,66,"[LEDNode: Id=6af0b4c2-0d50-4b2e-8669-dd9ca1264613, PowerState=Charged, Color=Green]","(1021.0, 499.0)",SelectNode
2013-12-10 19:09:50,66,,"(1021.0, 499.0)",StartTouch
2013-12-10 19:09:51,67,"[LEDNode: Id=6af0b4c2-0d50-4b2e-8669-dd9ca1264613, PowerState=Charged, Color=Green]","(1050.0, 485.0)",ReleaseNode
2013-12-10 19:09:51,67,"[LEDNode: Id=07ef53f3-d175-467c-8f75-0a17f1b2ed85, PowerState=None, Color=Red]","(550.0, 520.0)",SelectNode
2013-12-10 19:09:51,67,,"(550.0, 520.0)",StartTouch
2013-12-10 19:09:52,68,"[LEDNode: Id=07ef53f3-d175-467c-8f75-0a17f1b2ed85, PowerState=None, Color=Red]","(743.0, 537.0)",ReleaseNode
2013-12-10 19:09:52,68,"[ConnectorControl: Id=bd66a6c1-ad37-4fda-8682-3d2e535e703a, Node=[LEDNode: Id=07ef53f3-d175-467c-8f75-0a17f1b2ed85, PowerState=None, Color=Red], Charge=Positive]","(638.0, 532.0)",SelectConnector
2013-12-10 19:09:54,70,"[Connection: Id=4b0cbd8a-9bcd-4989-8c5f-4ca57b34690f, Source=[LEDNode: Id=6af0b4c2-0d50-4b2e-8669-dd9ca1264613, PowerState=Charged, Color=Green], Destination=[LEDNode: Id=07ef53f3-d175-467c-8f75-0a17f1b2ed85, PowerState=Charged, Color=Red]]","(902.0, 510.0)",AddConnection
2013-12-10 19:09:54,70,"[ConnectorControl: Id=bd66a6c1-ad37-4fda-8682-3d2e535e703a, Node=[LEDNode: Id=07ef53f3-d175-467c-8f75-0a17f1b2ed85, PowerState=Charged, Color=Red], Charge=Positive]","(958.0, 449.0)",ReleaseConnector
2013-12-10 19:09:56,72,,"(1451.0, 372.0)",EndTouch
2013-12-10 19:09:56,72,,"(776.0, 686.0)",EndTouch
2013-12-10 19:09:57,73,"[ConnectorControl: Id=bd66a6c1-ad37-4fda-8682-3d2e535e703a, Node=[LEDNode: Id=07ef53f3-d175-467c-8f75-0a17f1b2ed85, PowerState=Charged, Color=Red], Charge=Positive]","(655.0, 546.0)",SelectConnector
2013-12-10 19:09:58,74,"[ConnectorControl: Id=bd66a6c1-ad37-4fda-8682-3d2e535e703a, Node=[LEDNode: Id=07ef53f3-d175-467c-8f75-0a17f1b2ed85, PowerState=Charged, Color=Red], Charge=Positive]","(1672.0, 493.0)",ReleaseConnector
2013-12-10 19:09:58,74,,"(849.0, 674.0)",EndTouch
2013-12-10 19:09:59,75,"[ConnectorControl: Id=bd66a6c1-ad37-4fda-8682-3d2e535e703a, Node=[LEDNode: Id=07ef53f3-d175-467c-8f75-0a17f1b2ed85, PowerState=Charged, Color=Red], Charge=Positive]","(657.0, 535.0)",SelectConnector
2013-12-10 19:10:00,76,"[ConnectorControl: Id=bd66a6c1-ad37-4fda-8682-3d2e535e703a, Node=[LEDNode: Id=07ef53f3-d175-467c-8f75-0a17f1b2ed85, PowerState=Charged, Color=Red], Charge=Positive]","(847.0, 667.0)",ReleaseConnector
2013-12-10 19:10:03,79,"[LEDNode: Id=07ef53f3-d175-467c-8f75-0a17f1b2ed85, PowerState=Charged, Color=Red]","(811.0, 562.0)",SelectNode
2013-12-10 19:10:03,79,,"(811.0, 562.0)",StartTouch
2013-12-10 19:10:05,81,"[LEDNode: Id=07ef53f3-d175-467c-8f75-0a17f1b2ed85, PowerState=Charged, Color=Red]","(773.0, 599.0)",ReleaseNode
2013-12-10 19:10:06,82,,"(1917.0, 494.0)",EndTouch
2013-12-10 19:10:06,82,"[Connection: Id=2f023373-573d-41d9-b8c3-181a1f2b35e2, Source=[LEDNode: Id=4d5f0240-a08d-4e82-ad3c-9172cb3d47f1, PowerState=Charged, Color=Red], Destination=[LEDNode: Id=6af0b4c2-0d50-4b2e-8669-dd9ca1264613, PowerState=Charged, Color=Green]]","(1157.0, 661.0)",RemoveConnection
2013-12-10 19:10:06,82,,"(1139.0, 677.0)",EndTouch
2013-12-10 19:10:06,82,"[LEDNode: Id=6af0b4c2-0d50-4b2e-8669-dd9ca1264613, PowerState=None, Color=Green]","(1122.0, 520.0)",SelectNode
2013-12-10 19:10:06,82,,"(1122.0, 520.0)",StartTouch
2013-12-10 19:10:07,83,"[LEDNode: Id=6af0b4c2-0d50-4b2e-8669-dd9ca1264613, PowerState=None, Color=Green]","(960.0, 442.0)",ReleaseNode
2013-12-10 19:10:07,83,"[ConnectorControl: Id=7e2c75ba-869a-4377-9918-a06385d740b6, Node=[LEDNode: Id=4d5f0240-a08d-4e82-ad3c-9172cb3d47f1, PowerState=Charged, Color=Red], Charge=Negative]","(1298.0, 769.0)",SelectConnector
2013-12-10 19:10:09,85,"[Connection: Id=3968fdd5-854f-4fea-92a9-cba863dd4194, Source=[LEDNode: Id=4d5f0240-a08d-4e82-ad3c-9172cb3d47f1, PowerState=Active, Color=Red], Destination=[BatteryNode: Id=0d9f2b54-dab0-4c72-a7ac-943b1fc3b4d6, PowerState=Active]]","(1045.0, 832.0)",AddConnection
2013-12-10 19:10:09,85,"[ConnectorControl: Id=7e2c75ba-869a-4377-9918-a06385d740b6, Node=[LEDNode: Id=4d5f0240-a08d-4e82-ad3c-9172cb3d47f1, PowerState=Active, Color=Red], Charge=Negative]","(875.0, 748.0)",ReleaseConnector
2013-12-10 19:10:10,86,"[LEDNode: Id=4d5f0240-a08d-4e82-ad3c-9172cb3d47f1, PowerState=Active, Color=Red]","(1273.0, 837.0)",SelectNode
2013-12-10 19:10:10,86,,"(1273.0, 837.0)",StartTouch
2013-12-10 19:10:11,87,"[LEDNode: Id=4d5f0240-a08d-4e82-ad3c-9172cb3d47f1, PowerState=Active, Color=Red]","(1848.0, 501.0)",ReleaseNode
2013-12-10 19:10:11,87,,"(1125.0, 924.0)",EndTouch
2013-12-10 19:10:12,88,"[LEDNode: Id=4d5f0240-a08d-4e82-ad3c-9172cb3d47f1, PowerState=Active, Color=Red]","(1498.0, 706.0)",SelectNode
2013-12-10 19:10:12,88,,"(1498.0, 706.0)",StartTouch
2013-12-10 19:10:13,89,"[LEDNode: Id=4d5f0240-a08d-4e82-ad3c-9172cb3d47f1, PowerState=Active, Color=Red]","(1698.0, 485.0)",ReleaseNode
2013-12-10 19:10:13,89,,"(976.0, 862.0)",EndTouch
2013-12-10 19:10:14,90,"[LEDNode: Id=4d5f0240-a08d-4e82-ad3c-9172cb3d47f1, PowerState=Active, Color=Red]","(1384.0, 690.0)",SelectNode
2013-12-10 19:10:14,90,,"(1384.0, 690.0)",StartTouch
2013-12-10 19:10:18,94,"[LEDNode: Id=4d5f0240-a08d-4e82-ad3c-9172cb3d47f1, PowerState=Active, Color=Red]","(852.0, 861.0)",ReleaseNode
2013-12-10 19:10:19,95,"[LEDNode: Id=07ef53f3-d175-467c-8f75-0a17f1b2ed85, PowerState=None, Color=Red]","(810.0, 579.0)",SelectNode
2013-12-10 19:10:19,95,,"(810.0, 579.0)",StartTouch
2013-12-10 19:10:20,96,"[LEDNode: Id=07ef53f3-d175-467c-8f75-0a17f1b2ed85, PowerState=None, Color=Red]","(653.0, 418.0)",ReleaseNode
2013-12-10 19:10:20,96,"[LEDNode: Id=4d5f0240-a08d-4e82-ad3c-9172cb3d47f1, PowerState=Active, Color=Red]","(888.0, 847.0)",SelectNode
2013-12-10 19:10:20,96,,"(888.0, 847.0)",StartTouch
2013-12-10 19:10:22,98,"[LEDNode: Id=4d5f0240-a08d-4e82-ad3c-9172cb3d47f1, PowerState=Active, Color=Red]","(762.0, 785.0)",ReleaseNode
2013-12-10 19:10:23,99,"[LEDNode: Id=6af0b4c2-0d50-4b2e-8669-dd9ca1264613, PowerState=None, Color=Green]","(986.0, 395.0)",SelectNode
2013-12-10 19:10:23,99,,"(986.0, 395.0)",StartTouch
2013-12-10 19:10:24,100,"[LEDNode: Id=6af0b4c2-0d50-4b2e-8669-dd9ca1264613, PowerState=None, Color=Green]","(711.0, 186.0)",ReleaseNode
2013-12-10 19:10:26,102,,"(760.0, 438.0)",EndTouch
2013-12-10 19:10:26,102,"[ConnectorControl: Id=e34f5d7c-49d8-498f-872e-38a9d1f2ec65, Node=[LEDNode: Id=6af0b4c2-0d50-4b2e-8669-dd9ca1264613, PowerState=None, Color=Green], Charge=Positive]","(791.0, 255.0)",SelectConnector
2013-12-10 19:10:27,103,"[Connection: Id=238fc9b5-3bbd-41f7-8e76-f228066b229f, Source=[LEDNode: Id=07ef53f3-d175-467c-8f75-0a17f1b2ed85, PowerState=None, Color=Red], Destination=[LEDNode: Id=6af0b4c2-0d50-4b2e-8669-dd9ca1264613, PowerState=None, Color=Green]]","(681.0, 300.0)",AddConnection
2013-12-10 19:10:27,103,"[ConnectorControl: Id=e34f5d7c-49d8-498f-872e-38a9d1f2ec65, Node=[LEDNode: Id=6af0b4c2-0d50-4b2e-8669-dd9ca1264613, PowerState=None, Color=Green], Charge=Positive]","(741.0, 438.0)",ReleaseConnector
2013-12-10 19:10:28,104,"[LEDNode: Id=6af0b4c2-0d50-4b2e-8669-dd9ca1264613, PowerState=None, Color=Green]","(743.0, 153.0)",SelectNode
2013-12-10 19:10:28,104,,"(743.0, 153.0)",StartTouch
2013-12-10 19:10:31,107,"[LEDNode: Id=6af0b4c2-0d50-4b2e-8669-dd9ca1264613, PowerState=None, Color=Green]","(698.0, 329.0)",ReleaseNode
2013-12-10 19:10:32,108,"[LEDNode: Id=6af0b4c2-0d50-4b2e-8669-dd9ca1264613, PowerState=None, Color=Green]","(730.0, 311.0)",SelectNode
2013-12-10 19:10:32,108,,"(730.0, 311.0)",StartTouch
2013-12-10 19:10:33,109,"[LEDNode: Id=6af0b4c2-0d50-4b2e-8669-dd9ca1264613, PowerState=None, Color=Green]","(986.0, 303.0)",ReleaseNode
2013-12-10 19:10:35,111,,"(1210.0, 558.0)",EndTouch
2013-12-10 19:10:36,112,"[LEDNode: Id=6af0b4c2-0d50-4b2e-8669-dd9ca1264613, PowerState=None, Color=Green]","(1038.0, 277.0)",SelectNode
2013-12-10 19:10:36,112,,"(1038.0, 277.0)",StartTouch
2013-12-10 19:10:36,112,"[LEDNode: Id=6af0b4c2-0d50-4b2e-8669-dd9ca1264613, PowerState=None, Color=Green]","(1100.0, 317.0)",ReleaseNode
2013-12-10 19:10:36,112,"[LEDNode: Id=4d5f0240-a08d-4e82-ad3c-9172cb3d47f1, PowerState=Active, Color=Red]","(792.0, 788.0)",SelectNode
2013-12-10 19:10:36,112,,"(792.0, 788.0)",StartTouch
2013-12-10 19:10:41,117,"[LEDNode: Id=4d5f0240-a08d-4e82-ad3c-9172cb3d47f1, PowerState=Active, Color=Red]","(1183.0, 558.0)",ReleaseNode
2013-12-10 19:10:41,117,"[Connection: Id=86ac6b5b-c0d1-405a-9c3f-ac0719b42b3e, Source=[BatteryNode: Id=0d9f2b54-dab0-4c72-a7ac-943b1fc3b4d6, PowerState=Active], Destination=[LEDNode: Id=4d5f0240-a08d-4e82-ad3c-9172cb3d47f1, PowerState=Active, Color=Red]]","(760.0, 739.0)",RemoveConnection
2013-12-10 19:10:41,117,,"(726.0, 1020.0)",EndTouch
2013-12-10 19:10:42,118,"[LEDNode: Id=4d5f0240-a08d-4e82-ad3c-9172cb3d47f1, PowerState=Grounded, Color=Red]","(893.0, 783.0)",SelectNode
2013-12-10 19:10:42,118,,"(893.0, 783.0)",StartTouch
2013-12-10 19:10:43,119,"[LEDNode: Id=4d5f0240-a08d-4e82-ad3c-9172cb3d47f1, PowerState=Grounded, Color=Red]","(830.0, 805.0)",ReleaseNode
2013-12-10 19:10:43,119,"[BatteryNode: Id=0d9f2b54-dab0-4c72-a7ac-943b1fc3b4d6, PowerState=None]","(668.0, 717.0)",SelectNode
2013-12-10 19:10:43,119,,"(668.0, 717.0)",StartTouch
2013-12-10 19:10:43,119,"[BatteryNode: Id=0d9f2b54-dab0-4c72-a7ac-943b1fc3b4d6, PowerState=None]","(1431.0, 368.0)",ReleaseNode
2013-12-10 19:10:44,120,,"(628.0, 797.0)",EndTouch
2013-12-10 19:10:44,120,"[BatteryNode: Id=0d9f2b54-dab0-4c72-a7ac-943b1fc3b4d6, PowerState=None]","(1074.0, 619.0)",SelectNode
2013-12-10 19:10:44,120,,"(1074.0, 619.0)",StartTouch
2013-12-10 19:10:45,121,"[BatteryNode: Id=0d9f2b54-dab0-4c72-a7ac-943b1fc3b4d6, PowerState=None]","(808.0, 1024.0)",ReleaseNode
2013-12-10 19:10:45,121,"[LEDNode: Id=4d5f0240-a08d-4e82-ad3c-9172cb3d47f1, PowerState=Grounded, Color=Red]","(884.0, 805.0)",SelectNode
2013-12-10 19:10:45,121,,"(884.0, 805.0)",StartTouch
2013-12-10 19:10:47,123,"[LEDNode: Id=4d5f0240-a08d-4e82-ad3c-9172cb3d47f1, PowerState=Grounded, Color=Red]","(1015.0, 1138.0)",ReleaseNode
2013-12-10 19:10:47,123,"[ConnectorControl: Id=bfda59fb-1521-425c-aee4-983b20269021, Node=[LEDNode: Id=4d5f0240-a08d-4e82-ad3c-9172cb3d47f1, PowerState=Grounded, Color=Red], Charge=Positive]","(966.0, 1201.0)",SelectConnector
2013-12-10 19:10:48,124,"[Connection: Id=1078592e-7eb7-42b6-969c-5a99cf2ddd94, Source=[BatteryNode: Id=0d9f2b54-dab0-4c72-a7ac-943b1fc3b4d6, PowerState=Active], Destination=[LEDNode: Id=4d5f0240-a08d-4e82-ad3c-9172cb3d47f1, PowerState=Active, Color=Red]]","(913.0, 1084.0)",AddConnection
2013-12-10 19:10:48,124,"[ConnectorControl: Id=bfda59fb-1521-425c-aee4-983b20269021, Node=[LEDNode: Id=4d5f0240-a08d-4e82-ad3c-9172cb3d47f1, PowerState=Active, Color=Red], Charge=Positive]","(765.0, 1130.0)",ReleaseConnector
2013-12-10 19:10:50,126,"[Id=4d5f0240-a08d-4e82-ad3c-9172cb3d47f1, From=Red, To=Blue]","(1018.0, 1133.0)",ChangeLEDColor
2013-12-10 19:10:50,126,,"(850.0, 1151.0)",EndTouch
2013-12-10 19:10:51,127,"[Id=4d5f0240-a08d-4e82-ad3c-9172cb3d47f1, From=Blue, To=Red]","(1018.0, 1133.0)",ChangeLEDColor
2013-12-10 19:10:51,127,,"(988.0, 992.0)",EndTouch
2013-12-10 19:10:52,128,,"(585.0, 881.0)",EndTouch
2013-12-10 19:11:00,136,"[LEDNode: Id=6af0b4c2-0d50-4b2e-8669-dd9ca1264613, PowerState=None, Color=Green]","(1143.0, 316.0)",SelectNode
2013-12-10 19:11:00,136,,"(1143.0, 316.0)",StartTouch
2013-12-10 19:11:08,144,"[LEDNode: Id=6af0b4c2-0d50-4b2e-8669-dd9ca1264613, PowerState=None, Color=Green]","(792.0, 238.0)",ReleaseNode
2013-12-10 19:11:10,146,"[LEDNode: Id=6af0b4c2-0d50-4b2e-8669-dd9ca1264613, PowerState=None, Color=Green]","(828.0, 205.0)",SelectNode
